fid,left,bottom,right,top,lng_cen,lat_cen,X_UTM,Y_UTM,area,h_mean,aspect_major,slope_mean,aq_zone,clim_zone,pop,dusaf,dsf2,dsf3,dsf4,dsf5,dsf11,dsf12,dsf13,dsf14,siarl,siarl2,siarl9,siarl12,soil,soil1,soil2,soil4,soil5,soil7,soil8,soil9,soil_text,soil_text1,soil_text2,soil_text3,soil_text4,soil_text5,soil_text6,soil_text7,soil_text8,soil_text9,soil_text10,int_prim,int_prim_sec,int_sec,highway,prim_road,sec_road,farms,farm_pigs,farm_poultry,farm_sheep,urban,agricultural
59,8.778,45.474,8.844,45.54,8.811,45.507,485235.865,5039291.555,36.42954855,154.3255579,257.5692749,0.562289848,1,4,14511.00195,2,0.656285949,0.095292074,0.000509736,0.015391535,0.104819088,0.101933998,0.005448396,0.020319225,9,0.089177897,0.230029909,0.00030245,7,0,0,0,0,1,0,0,4,0,0,0,0.698824811,0,0,0.037054765,0,0.082791404,0.145116033,0.109800976,1.07055952,0.439203905,0.103458328,1.090590667,0.811067568,0.01120317,0.109800976,0,0.356853173,0,1
60,8.778,45.54,8.844,45.606,8.811,45.573,485253.1285,5046624.014,37.76039181,195.1300804,252.4285431,0.378613115,1,4,30744.28516,2,0.36210455,0.260904662,0,0.004621035,0.196243336,0.143870196,0.007861193,0.024395028,17,0.061233328,0.043554045,0,7,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0.238344984,1.13875937,2.515863725,0,0.828660222,1.867627762,0.006791486,0.079448328,0.026482776,0.264827761,1,0
61,8.778,45.606,8.844,45.672,8.811,45.639,485270.4118,5053956.558,37.71657416,235.2908717,180,0.592912332,5,2,80577.6875,11,0.150644827,0.19984599,0,7.49E-05,0.385932836,0.216082713,0.003150135,0.044268613,17,0.01552361,0.004224849,0,7,0,0,0,0,1,0,0,4,0,0,0,0.978991458,0,0.021008542,0,0,0,0,0.159081256,0.450730226,3.977031407,0.286390034,0.379915648,3.140847645,0.004293536,0.159081256,0.159081256,0.901460452,1,0
62,8.778,45.672,8.844,45.738,8.811,45.705,485287.7147,5061289.187,37.67270507,307.8955154,0,3.531799525,1,2,49715.50781,11,0.179049135,0.310226843,0.002613908,0.00047667,0.330293676,0.137397762,0.001646422,0.038295585,17,0.003000271,0.016149472,0,7,0,0,0,0,1,0,0,4,0,0,0.354065081,0.545012771,0,0.09601287,0,0,0.004909278,0,0.106177669,1.141409939,2.388997547,0.529821021,0.743664973,1.917263407,0.0062917,0.583977178,0.212355338,2.335908713,1,0
63,8.778,45.738,8.844,45.804,8.811,45.771,485305.0373,5068621.901,37.62878459,338.6864999,0,4.950587354,1,2,30563.94141,3,0.233340768,0.33175785,0.005869295,0.029618379,0.271706797,0.090141015,0.003494387,0.034071509,17,0.001661184,0.014831222,0,7,0,0,0.006311015,0,0.993688985,0,0,4,0.083016171,0,0.176070734,0.705712244,0,0.011185162,0,0,0.024015689,0,0.1594524,1.408496197,1.594523997,0.358412083,0.959810076,1.652566727,0.004256124,0.398630999,0.1860278,1.833702596,1,0
64,8.778,45.804,8.844,45.87,8.811,45.837,485322.3795,5075954.7,37.58481279,467.4672411,270,11.06903133,1,2,55894.28125,3,0.095688841,0.423954963,1.84E-05,0.00013966,0.333968773,0.083347748,0.001749645,0.061131938,17,0,0.000772528,0,7,0,0,0.07864087,0,0.92135913,0,0,3,0.264285952,0,0.405614537,0.297866676,0,0,0,0,0.032232835,0,0.026606491,0.798194743,2.314764756,0,0.482709092,2.163212164,0.001724631,0.319277897,0.106425966,1.410144047,1,0
65,8.778,45.87,8.844,45.936,8.811,45.903,485339.7414,5083287.584,37.54078971,590.4270645,0,17.63961265,3,2,5341.339844,3,0.062816758,0.840724967,0.007274647,0.010316515,0.062273111,0.007169609,0.003063159,0.006361236,4,0,0.002731289,0,7,0,0,0.003066015,0,0.996933985,0,0,4,0.106963436,0,0.374338756,0.408008118,0,0,0,0,0.11068969,0,0,0.266376922,0.186463845,0,0.979868408,0.48753491,0.001654565,0.186463845,0.026637692,0.719217688,0,0
66,8.778,45.936,8.844,46.002,8.811,45.969,485357.1228,5090620.553,30.93773801,546.3968015,1.428411365,18.06620172,3,2,11622.0791,3,0.046751558,0.814699056,0,0.004037568,0.120751532,0.008336958,0.001182504,0.004240824,4,0,0.000342782,0,7,0,0,0,0,1,0,0,9,0.006644795,0,0.164154745,0.202374806,0,0,0,0,0.450796876,0.000682798,0,0.517167738,0.193937902,0,0.958196609,0.633729216,0.00081541,0.226260886,0.096968951,1.874733052,0,0
67,8.778,46.002,8.844,46.068,8.811,46.035,485374.5238,5097953.606,25.28966417,855.2530349,316.2157593,27.05033658,3,2,2538.712891,3,0.034711259,0.930074069,0,0,0.03185297,0.002065256,0.000358076,0.00093837,4,0,0,0,7,0,0,0,0,1,0,0,4,0,0,0,0.342313867,0,0,0,0,0.333115927,0,0,0.355876612,0.079083692,0,0.518244657,0.294549938,0.000417774,0.158167383,0,1.02808799,0,0
68,8.778,46.068,8.844,46.134,8.811,46.101,485391.9444,5105286.745,13.71255839,1066.119146,99.78671265,28.91074979,3,2,1188.453125,3,0.023519418,0.952823147,0,0,0.022222827,0.00130631,0.000128298,0,4,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0.001451113,0,0,0,0,0.365563599,0,0,0.145851703,0.072925852,0,0.63896347,0.423706657,0.000780869,0.364629259,0,0.875110221,0,0
69,8.844,44.946,8.91,45.012,8.877,44.979,490302.178,4980624.929,0.713698567,78.14812615,312.7533264,0.250684663,2,4,4418.667969,2,0.888529827,0,0,0,0,0,0,0.111470173,2,0.383538634,0.028555431,0,4,0,0,0.452586207,0.375374813,0.140835832,0.031203148,0,0,0.018262667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801467339,0,0,0,0,0,1
70,8.844,45.012,8.91,45.078,8.877,45.045,490313.3099,4987956.708,17.70879787,71.79655138,270,0.647306256,2,4,2555.150635,2,0.668167687,0.14968045,0.003081833,0.075251236,0.037651965,0.047422898,0.00944122,0.009302711,9,0.049870481,0.246446672,0.118999887,7,0,0,0.237099598,0.037078999,0.713049748,0.012771655,0,0,0.041623599,0,0.006841561,0.098899116,0.328509787,0,0,0,0,0,0,0.790567497,0.564691069,0,0.595101735,0.850034335,0.006817933,0.169407321,0.112938214,0.282345535,0,1
71,8.844,45.078,8.91,45.144,8.877,45.111,490324.4547,4995288.571,38.06555135,86.36179086,33.79047775,0.49437034,2,4,5139.100098,2,0.770551452,0.04517935,0,0.00901319,0.041778754,0.116888671,0.003624596,0.012963986,12,0.00491137,0.082217194,0.53209012,7,0,0,0,0,1,0,0,4,0,0,0,0.727117978,0.127864345,0,0.145017677,0,0,0,0.026270472,0.420327552,0.367786608,0,0.744701289,0.654476822,0.004832222,0.026270472,0.026270472,0.052540944,0,1
72,8.844,45.144,8.91,45.21,8.877,45.177,490335.6124,5002620.521,38.02209566,93.66688244,22.5829525,0.328063,2,4,3975.0271,2,0.894949089,0.035025846,0.001372724,0.005733349,0.038790153,0.018738845,0.001559819,0.003830175,12,0.001653975,0.129020825,0.566121428,7,0,0,0,0,0.96885386,0,0.03114614,7,0,0,0,0.295163843,0,0,0.704836157,0,0,0,0.105201987,0.604911423,0.526009933,0,0.660718905,0.666490379,0.003355536,0.052600993,0.026300497,0.105201987,0,1
73,8.844,45.21,8.91,45.276,8.877,45.243,490346.7831,5009952.555,37.97858816,100.3569094,270,0.481016519,2,4,10032.79004,2,0.844221983,0.047223594,0.000133299,0.004529357,0.071535912,0.023673185,0.00214962,0.00653305,12,0.018379623,0.25095503,0.355249707,7,0,0,0,0,0.925946863,0,0.074053137,4,0,0,0,0.60589261,0,0,0.39410739,0,0,0,0,1.237539421,1.790482567,0,0.612715225,1.391886269,0.007657914,0.078991878,0.026330626,0.13165313,0,1
74,8.844,45.276,8.91,45.342,8.877,45.309,490357.9666,5017284.674,37.9350289,98.77172763,156.4935913,0.774880456,1,4,44419.16016,2,0.487600897,0.135329279,0.000672822,0.016221478,0.198519089,0.094534337,0.014882154,0.052239943,17,0.009227618,0.075481054,0.116865197,7,0,0,0.012818078,0,0.987181922,0,0,7,0,0,0,0.163936585,0,0,0.689346921,0,0.073341784,0.07337471,0.105443441,0.500856347,2.293394852,0,0.19727527,2.001293488,0.002206261,0,0.02636086,0.052721721,1,0
75,8.844,45.342,8.91,45.408,8.877,45.375,490369.163,5024616.878,37.89141794,97.59500817,225.7970886,0.561651858,1,4,6812.027344,2,0.585274226,0.307518444,0.003348141,0.033634017,0.043996307,0.018704162,0.002151924,0.005372779,4,0.01817947,0.161032,0.16592937,7,0,0,0.004968469,0,0.995031531,0,0,9,0,0,0,0.01117217,0,0,0.280343911,0,0.421109956,0.287373962,0.0263912,0.105564801,0.422259205,0,0.109095077,0.771377247,0.005103506,0.079173601,0.0263912,0.184738402,0,0
76,8.844,45.408,8.91,45.474,8.877,45.441,490380.3723,5031949.167,37.84775533,127.5042448,153.587738,0.450978791,1,4,29760.88477,2,0.625653407,0.055205789,0.000240034,0.007560026,0.155451455,0.119917924,0.002540422,0.033430943,17,0.046692859,0.145615664,0.029239703,7,0,0,0,0,0.997998475,0.002001525,0,10,0,0,0,0.020684418,0,0,0.325585618,0,0.023507272,0.630222692,0,1.030444201,1.664563709,0,0.701399083,1.432554337,0.012193896,0.3434814,0.211373169,0.634119508,0,1
77,8.844,45.474,8.91,45.54,8.877,45.507,490391.5945,5039281.542,37.80404112,159.3098171,261.4268188,0.327028433,1,4,28598.86133,2,0.595371632,0.03616124,0.001048826,0.003941556,0.187779343,0.136541228,0.00841105,0.030745125,17,0.073560433,0.235058037,0.004175636,7,0,0,0,0,1,0,0,10,0,0,0,0.387786512,0,0,0,0,0,0.612213488,0.158713191,1.216801131,0.423235176,0.288923213,1.563968886,0.69349751,0.007449075,0.18516539,0.079356596,0.396782978,1,0
78,8.844,45.54,8.91,45.606,8.877,45.573,490402.8295,5046614.001,37.76027537,199.5934801,263.6221008,0.391228035,5,4,68256.52344,2,0.36899196,0.097383198,0,0.004054399,0.314008493,0.16153387,0.006090772,0.047937309,17,0.081187797,0.040804846,0,7,0,0,0,0,1,0,0,4,0,0,0.026746184,0.973253816,0,0,0,0,0,0,0.132414289,1.085797167,2.198077191,0,0.678212393,1.89062252,0.009040846,0.105931431,0.079448573,0.58262287,1,0
79,8.844,45.606,8.91,45.672,8.877,45.639,490414.0773,5053946.545,37.71645812,239.9848038,270,1.083276581,1,2,78896.63281,11,0.155970431,0.112090613,0,0.003363036,0.383496329,0.25211682,0.004421181,0.088541589,17,0.012134715,0.007408449,0,7,0,0,0,0,1,0,0,4,0,0,0.07358309,0.92641691,0,0,0,0,0,0,0.212108994,0.92797685,3.34071666,0.603711487,0.445472702,2.506976669,0.005007304,0.344677116,0.159081746,1.246140341,1,0
80,8.844,45.672,8.91,45.738,8.877,45.705,490425.3379,5061279.175,37.67258944,290.2474266,270,3.028413494,1,2,29072.87891,3,0.282148572,0.371365394,0,0.000971916,0.187724146,0.122170019,0.005602312,0.030017642,4,0.02396959,0.039304914,0,7,0,0,0,0,0.997714068,0.001142966,0.001142966,4,0,0,0.306204059,0.535118722,0,0.15867722,0,0,0,0,0.053088997,1.035235448,1.274135936,0,0.748743934,1.385702643,0.009478499,0.583978971,0.132722493,1.9908374,1,0
81,8.844,45.738,8.91,45.804,8.877,45.771,490436.6113,5068611.889,37.62866938,347.0461223,270,5.379339524,1,2,45834.41016,3,0.195746636,0.355504797,0.000229406,6.73E-05,0.290753437,0.11859034,0.006996894,0.032111225,17,0.00531938,0.040557558,0,7,0,0,0,0,1,0,0,6,0,0,0.24064695,0.358761894,0,0.384616662,0,0,0.015974494,0,0.079726444,1.142745697,1.514802435,0.137975786,1.20617019,1.35151201,0.006789531,0.504934145,0.265754813,1.993161099,1,0
82,8.844,45.804,8.91,45.87,8.877,45.837,490447.8975,5075944.689,37.58469798,394.0518709,180,8.754670353,3,2,28248.67188,3,0.217200405,0.485227662,0.000836458,0.002152815,0.186858967,0.068488868,0.019967236,0.019267589,4,0.001738601,0.043932281,0,7,0,0,0.019478659,0,0.980521341,0,0,4,0.022943788,0,0.070144812,0.860441917,0,0.006966266,0,0,0.039503217,0,0.186246009,1.090869481,1.543181218,0,0.660934849,1.609630337,0.012590782,0.372492018,0.319278873,2.234952108,1,0
83,8.844,45.87,8.91,45.936,8.877,45.903,490459.1965,5083277.573,36.00411231,558.4263931,0,16.7989123,3,2,13193.06836,3,0.066344467,0.732380304,0.000420389,0.074624203,0.103530378,0.011145486,0.003446745,0.008108028,4,0,0.00890117,0,7,0,0,0.039557635,0,0.960442365,0,0,4,0.28109548,0,0.187713311,0.490385416,0,0,0,0,0,0,0,0.722139732,0.249971446,0,0.853849943,0.401596846,0.001118039,0.138873025,0.027774605,1.138758807,0,0
84,8.844,45.936,8.91,46.002,8.877,45.969,490470.5082,5090610.543,12.58257817,423.3049758,0,12.89286243,3,2,18776.91992,3,0.037416464,0.60950933,0.000914766,0.158631409,0.163514395,0.011527744,0.001179455,0.017306438,4,0,0,0,7,0,0,0,0,1,0,0,0,0.023703481,0,0.240187493,0.03591386,0,0,0,0,0.036430966,0,0,0.476849809,0.238424905,0,1.452759148,0.263079784,0.000400884,0.079474968,0,0.87422465,0,0
85,8.844,46.002,8.91,46.068,8.877,46.035,490481.8326,5097943.598,1.174938296,1245.361883,43.77845764,33.87265365,3,2,6444.47168,3,0,1,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0.999421408,0,0.000578592,0,0,0,0,0,0,0,0,0,0.031522301,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8.844,46.068,8.91,46.134,8.877,46.101,490493.1698,5105276.737,0.649690023,1461.872225,0.985154867,31.69547039,3,2,782.0328369,3,0,0.997207736,0,0,0.000410627,0,0,0.002381637,21,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.017081577,0,0,0,0,0,0,0,0,0,0,0,0,0
87,8.91,44.88,8.976,44.946,8.943,44.913,495500.7347,4973287.457,0.217840479,123.5031002,93.00434875,0.506079135,2,4,3308.533691,2,0.788320274,0.093658178,0,0,0.118021548,0,0,0,7,0,0,0,4,0,0.003391747,0.75607688,0.157245148,0.083286226,0,0,0,0,0,0,0,0.005690738,0,0,0,0,0,0,0,9.181030124,0,0,3.577550478,0.000396001,0,0,0,0,1
88,8.91,44.946,8.976,45.012,8.943,44.979,495505.8874,4980619.151,16.51497101,85.73826324,72.3477478,0.483338784,2,4,5405.149414,2,0.833844535,0.019340703,8.87E-05,0,0.058614252,0.077314406,0.000219432,0.01057793,2,0.292388736,0.056518314,0,5,0,0,0.292538157,0.706331261,0.001130582,0,0,0,0.284589131,0,0.143574429,0,0.004709241,0,0,0,0,0,0.242204482,1.877084736,2.179840338,0.538397301,0.980334561,2.03229125,0.003668105,0.181653362,0.121102241,0.363306723,0,1
89,8.91,45.012,8.976,45.078,8.943,45.045,495511.046,4987950.93,38.10888609,72.26426107,0,0.538822613,2,4,2108.260742,2,0.753059969,0.089058654,0.013180382,0.042738868,0.037022404,0.038297857,0.013999916,0.01264195,7,0.206349716,0.089553037,0.002931955,4,0,0.006909165,0.54602723,0.271387929,0.173643568,0.002032107,0,1,0.389538987,0,0.19142965,0.18112291,0.237908454,0,0,0,0,0,0.026240599,0.577293179,0.629774377,0.443117799,0.440768172,0.930681284,0.000721464,0.052481198,0.026240599,0.078721797,0,1
90,8.91,45.078,8.976,45.144,8.943,45.111,495516.2107,4995282.794,38.0654825,78.47154424,18.89499664,0.702464735,2,4,2348.96582,2,0.830606309,0.074780882,0.000754422,0.02593169,0.029756289,0.027661683,0.003466983,0.007041741,12,0.030321543,0.145166131,0.36192926,7,0,0,0,0,0.998856925,0,0.001143075,4,0,0,0,0.452677868,0.316995931,0,0.230326201,0,0,0,0,0.394057792,0.49913987,0.22150227,0.576989875,0.53103894,0.007536744,0.105082078,0.078811558,0.183893636,0,1
91,8.91,45.144,8.976,45.21,8.943,45.177,495521.3814,5002614.743,38.02202705,87.87309251,0,0.791886291,2,4,12619.34766,2,0.737846535,0.080949274,0.002155975,0.006181956,0.102376548,0.048224861,0.005094857,0.017169996,12,0.006879454,0.086277582,0.433877823,7,0,0,0,0,0.98392435,0,0.01607565,7,0,0,0,0.281233647,0,0,0.718766353,0,0,0,0.052601088,0.946819588,0.815316868,0,0.764146905,0.934117414,0.007381937,0.394508162,0.263005441,0.657513603,0,1
92,8.91,45.21,8.976,45.276,8.943,45.243,495526.558,5009946.777,37.97851979,77.47897786,16.55949593,0.686715795,2,4,1441.780518,2,0.664792741,0.286204168,8.21E-05,0.004769567,0.025303955,0.012062796,0.000624252,0.006160457,4,0.011590047,0.048387097,0.31564818,7,0,0,0.002099838,0,0.992555121,0,0.005345042,7,0,0,0,0.167273386,0,0,0.743563557,0,0.083760233,0.005402823,0.026330673,0.342298754,0.500282794,0,0.406445395,0.785807936,0.0041199,0.052661347,0.105322694,0.15798404,0,1
93,8.91,45.276,8.976,45.342,8.943,45.309,495531.7406,5017278.896,37.93496077,84.75409047,38.17609024,0.708542806,2,4,2437.046875,2,0.505334848,0.419895783,0.003337837,0.037897901,0.025555422,0.005119515,0.000365328,0.002493366,4,0.006863905,0.081430877,0.193889188,7,0,0,0.015003897,0,0.976422447,0,0.008573655,10,0,0,0.045836013,0.105439317,0,0,0.30787621,0,0.219749056,0.321099405,0,0.289969985,0.369052708,0,0.150274828,0.703719905,0.002211478,0.158165446,0.131804539,0.289969985,0,0
94,8.91,45.342,8.976,45.408,8.943,45.375,495536.9292,5024611.101,37.89135005,109.8111616,5.761800766,0.464609191,2,4,22706.76172,2,0.725398049,0.067970522,0.001224605,0.004424608,0.093165619,0.081861569,0.003528298,0.022426729,9,0.021812298,0.252653722,0.191682848,7,0,0,0,0,1,0,0,4,0,0,6.58E-05,0.690866934,0,0,0.239261988,0,0.069805302,0,0.131956238,0.818128675,1.108432398,0,0.612464589,1.185919633,0.008388874,0.263912476,0.026391248,0.343086218,0,1
95,8.91,45.408,8.976,45.474,8.943,45.441,495542.1237,5031943.39,37.84768768,129.4414543,261.7995911,0.272603193,1,4,18921.78125,2,0.757740477,0.074687955,0.002141204,0.00423312,0.096781575,0.046983972,0.000784381,0.016647315,9,0.052589417,0.224214082,0.082629687,7,0,0,0,0,1,0,0,4,0,0,0,0.794602996,0,0,0,0,0,0.205397004,0.052843387,0.871915883,0.739807415,0,0.675980137,1.028583009,0.017346904,0.237795241,0.184951854,0.607698948,0,1
96,8.91,45.474,8.976,45.54,8.943,45.507,495547.3242,5039275.764,37.8039737,157.2511853,286.1087952,0.326950842,1,4,41749.79688,2,0.513509018,0.076830205,0.000367909,0.006510998,0.1800117,0.158197952,0.019163677,0.045408541,17,0.07210356,0.147259978,0,7,0,0,0,0,1,0,0,4,0,0,0.00197157,0.722356606,0,0,0,0,0,0.275671825,0.290974702,1.666491478,1.640039232,0.275387605,1.146393338,1.346699032,0.010069462,0.105808983,0.052904491,0.264522457,1,0
97,8.91,45.54,8.976,45.606,8.943,45.573,495552.5307,5046608.224,37.76020819,191.090201,275.3451538,0.617095106,5,4,88987.46094,11,0.264415167,0.076871954,0.000905887,0.008143807,0.377777982,0.189618145,0.023561517,0.058705542,17,0.053921939,0.015258279,0,7,0,0,0,0,1,0,0,4,0,0,0.425352859,0.574647141,0,0,0,0,0,0,0.132414524,0.503175192,2.489393055,0.182296028,0.173187796,2.17285639,0.007832567,0.05296581,0,0.211863239,1,0
98,8.91,45.606,8.976,45.672,8.943,45.639,495557.7431,5053940.769,37.71639118,235.9214933,270,0.875351294,1,2,30317.18555,3,0.19656585,0.405009685,0,0.003444891,0.15673796,0.160775726,0.035918733,0.041547155,4,0.048261293,0.024666883,0,7,0,0,0,0,1,0,0,4,0,0,0.041871717,0.922304519,0,0.035823764,0,0,0,0,0.212109371,0.424218742,2.068066365,0.431166098,0.378009909,1.373275577,0.004899009,0.212109371,0.132568357,0.689355455,1,0
99,8.91,45.672,8.976,45.738,8.943,45.705,495562.9614,5061273.398,37.67252273,300.9009275,270,3.725889217,1,2,20623.61328,3,0.218879653,0.535771253,0.000501998,0.00032241,0.147713293,0.054394675,0.001756993,0.040659724,4,0.025053982,0.054893068,0,7,0,0,0,0,1,0,0,3,0,0,0.599600433,0.135819529,0,0.264580038,0,0,0,0,0.053089091,0.557435459,0.875970007,0.022027434,0.239889212,0.930144688,0.005399574,0.318534548,0.18581182,0.98214819,0,0
100,8.91,45.738,8.976,45.804,8.943,45.771,495568.1857,5068606.113,37.62860291,394.649183,270,4.135686303,1,2,21154.49023,3,0.224888,0.55497311,0,7.79E-05,0.1564841,0.043147075,0.004580561,0.015849252,4,0.010966341,0.027926167,0,7,0,0,0,0,1,0,0,4,0,0,0.443659748,0.519068113,0,0.037272138,0,0,0,0,0.106302113,1.06302113,1.408502998,0,0.811068064,1.139814267,0.005373127,0.398632924,0.106302113,1.727409337,0,0
101,8.91,45.804,8.976,45.87,8.943,45.837,495573.4158,5075938.913,24.00811557,414.7659767,270,7.188314419,1,2,26837.64063,3,0.246065218,0.445635374,0,0,0.243068292,0.041931436,0.009019625,0.014280056,4,0.001579645,0.019567211,0,7,0,0,0.027965284,0,0.972034716,0,0,0,0,0,0.061557831,0.290163337,0,0.061690355,0,0,0.225126727,0,0.124957746,1.291230039,0.541483565,0,1.07934162,1.0230661,0.005666739,0.583136147,0.124957746,3.123943642,1,0
102,8.91,45.87,8.976,45.936,8.943,45.903,495578.6519,5083271.798,6.79549943,634.3371948,0,19.81478099,3,2,9673.791992,3,0.041043796,0.745821719,0,0.042063128,0.125444488,0.010554007,0.028968632,0.006104231,4,0,0.000240356,0,7,0,0,0.097121512,0,0.902878488,0,0,0,0.000399567,0,0.082044452,0.097494381,0,0,0,0,0,0,0,0.882937312,0.588624875,0,0.48571379,0.91927051,0.000286293,0,0.147156219,1.618718405,0,0
103,8.91,45.936,8.976,46.002,8.943,45.969,495583.8939,5090604.768,2.425404608,324.3402739,0,15.98582683,3,2,23943.42578,5,0,0.148166431,0,0.698599182,0.130110464,0.011869111,0,0.011254813,19,0,0,0,7,0,0,0.001187825,0,0.997030438,0,0.001781737,0,0,0,0.065029551,0,0,0,0,0,0,0,0,0,2.886116393,0,0,1.72436539,0,0,0,0,0,0
104,8.976,44.88,9.042,44.946,9.009,44.913,500710.4103,4973285.916,21.7972781,203.0833063,90,5.337651059,2,4,9109.734375,2,0.579948973,0.215677693,0,0,0.136979938,0.027476672,0.002271385,0.037645339,7,0.074647178,0.016238185,0,4,0,0,0.564160543,0.001507443,0.432447711,0.001884304,0,0,0.133955017,0,0.210363571,0,0.225742929,0,0,0,0,0,0,0.917545755,1.376318633,0,0.512263285,1.993416372,0.002156645,0.275263727,0.229386439,0.734036604,0,0
105,8.976,44.946,9.042,45.012,9.009,44.979,500709.5967,4980617.61,37.87280096,106.0608061,90,0.65987731,2,4,34007.3125,2,0.654167335,0.041379839,0,0,0.175003308,0.104167898,0.005658414,0.019623204,7,0.175557312,0.009928218,0,4,0,0,0.735283019,0.072169811,0.174433962,0.018113208,0,1,0.473047341,0,0.431438509,0,0.087773732,0,0,0,0,0,0.052808347,1.003358586,2.587608984,0.117512281,0.514795048,2.37031539,0.001228042,0.15842504,0.184829213,0.633700159,0,1
106,8.976,45.012,9.042,45.078,9.009,45.045,500708.7822,4987949.389,38.10886767,72.68148336,90,0.352370742,2,4,1904.305176,2,0.888018333,0.034221454,0.002819232,0.005205865,0.035043323,0.023277885,0.003028893,0.008385015,7,0.269699893,0.058778135,0,5,0,0,0.423709586,0.499338249,0.055776139,0.021176026,0,1,0.534719821,0,0.192412192,0.113471323,0.159396664,0,0,0,0,0,0,0.787218352,1.049624469,0.180469985,0.460316685,1.410075004,0.001919229,0.078721835,0.15744367,0.288646729,0,1
107,8.976,45.078,9.042,45.144,9.009,45.111,500707.9667,4995281.253,38.06546415,72.13328523,40.72093964,0.598205896,2,4,2123.46582,2,0.761541279,0.119440498,0.000838946,0.063892917,0.032880644,0.011541454,0.005015466,0.004848797,12,0.028756699,0.165176849,0.345862808,7,0,0,0.007487521,0,0.992512479,0,0,4,0,0,0,0.55344512,0.429852764,0,0.016702115,0,0,0,0,0.577951707,0.499140111,0.180775124,0.48095379,0.775741057,0.005162376,0.446599047,0.105082129,0.551681175,0,1
108,8.976,45.144,9.042,45.21,9.009,45.177,500707.1503,5002613.202,38.02200876,76.42627396,299.9326172,0.5729314,2,4,6323.006836,2,0.812573287,0.080061754,0.001026199,0.003437943,0.053357458,0.038174612,0.00328734,0.008081407,12,0.001389757,0.102314107,0.528937105,7,0,0,0,0,1,0,0,7,0,0,0,0.014525617,0,0,0.985474383,0,0,0,0.052601114,0.73641559,0.73641559,0.408758949,0.626448197,0.942838384,0.002083605,0.157803341,0.052601114,0.289306125,0,1
109,8.976,45.21,9.042,45.276,9.009,45.243,500706.333,5009945.236,37.97850156,75.59052465,270,0.69808973,2,4,4550.770996,2,0.620358633,0.278733272,0.001334979,0.033333053,0.039645073,0.020288586,0.000297598,0.006008807,4,0.020580645,0.095602151,0.237731183,7,0,0,0.003987939,0,0.996012061,0,0,7,0,0,0.016603189,0.229954988,0,0,0.59596709,0,0.080476826,0.076997906,0,0.763589894,0.13165343,0.236702331,0.627032314,0.39867371,0.005093703,0,0.078992058,0.105322744,0,1
