fid,X,Y,Ex,Intercept,AGRI_AREA_SURR,BUILT_AREA_SURR,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_BLOCK,SIARL_9_SURR
20,8.679,44.979,0.5220418769962991,0.3346862200542592,-0.622924263667606,0.42761878314456936,-0.8976600256349965,-0.0769374610981846,0.007348050844553127,-0.24630480638721425
21,8.679,45.045,0.5289147911866868,0.3409247457468185,-0.6258576303176722,0.4282576870541077,-0.8989813742142786,-0.06791581394834353,0.04328220368373407,-0.265273780211257
22,8.679,45.111,0.5326905767500755,0.34750274804722936,-0.6334570459095199,0.4334112154323142,-0.8993391087758614,-0.04778415776145941,0.07223844619900288,-0.27423369210242293
23,8.679,45.177,0.5578207765410499,0.3532195059588357,-0.6380903550039166,0.4388969799816657,-0.9004671188360303,-0.032475094057850366,0.057405115109718956,-0.3414076849059694
24,8.679,45.243,0.5819102764698868,0.3591035788702331,-0.6492472752691566,0.4410442417265531,-0.9042590774883983,0.015694742651122473,0.07458054311896613,-0.2897720910386986
25,8.679,45.309,0.617989777812702,0.36590099327258774,-0.636598545329193,0.43527458491320636,-0.912527723056948,0.00047341839036182443,0.04221173201638739,-0.31903192032642896
26,8.679,45.573,0.6401222902866235,0.23909194157993569,-0.04204111818099239,0.21267504154755756,-0.8844362405071785,-0.16576580934303276,0.3117234950208426,-0.3362216551640999
27,8.679,45.639,0.6111235564455679,0.2139989274807338,-0.020728322872056157,0.22047183540597853,-0.36462849491739163,-0.15756723670181166,0.6012939735383296,-0.3385857285088536
28,8.679,45.705,0.5194186308029352,0.1869062192488217,0.044265339945939536,0.23192388925909463,-0.0801607825595893,-0.1416317127198582,0.6717441130649575,-0.24084598628584192
29,8.679,45.771,0.4343754091957538,0.14864257881512014,0.11452210764232237,0.23249866399220864,-0.05596590258503109,-0.13043512609238256,0.6961150818754391,-0.1141673927707074
30,8.679,45.837,0.3159751463192228,0.1062767909597156,0.18903044481073228,0.23025904298555414,-0.1095299395192443,-0.2035020756517561,0.7169941791707775,-0.013533452088686133
31,8.679,45.903,0.2003992487000138,0.05957801011962602,0.2824646144185878,0.21813326883401224,-0.14564825322845437,-0.19529898904207454,0.7768102077221621,0.11377009707588584
32,8.679,45.969,0.0813838516495183,0.017856847362414295,0.34329903825538216,0.1895818831967791,-0.15579671604500636,-0.18658377964448913,0.8117003796958816,0.21049402148506494
