fid,X,Y,Ex,Intercept,AGRI_AREA_BLOCK,BUILT_AREA_BLOCK,NAT_AREA_BLOCK,INDUSTRIAL_AREA_BLOCK,SIARL_2_SURR,SIARL_9_BLOCK,ROADS_BLOCK
23,8.679,45.177,0.52065426462023,0.37030390704874117,0.7166752663409817,0.9346615252033343,0.6627425019123219,-0.2762743956100686,-0.06614750684663498,0.06741717244710585,-0.14794428711481122
24,8.679,45.243,0.5215454453198406,0.3788089293159018,0.7139475710567762,0.9461649215641182,0.6621575997334843,-0.2638741838352977,-0.05119180126620995,0.0816776825156798,-0.1827832778850752
25,8.679,45.309,0.532048915672399,0.3859027768021557,0.7125981702029116,0.9610491249427913,0.6592529452418061,-0.24298190910837508,-0.04840024933312703,0.07881734401084223,-0.10563373293394188
26,8.679,45.573,0.5146429751767999,0.22934555465194462,0.6800331232643277,0.20403285724809728,0.37530331538521283,0.17525845665516843,0.11721202248919951,0.35071104226904515,0.020105328659827518
27,8.679,45.639,0.4757714392477785,0.19722321764861928,0.6442194717514815,0.20901814745043878,0.28395525329311166,0.1779128057215057,-0.046909947645499855,0.3442375892092543,0.021229123993609947
28,8.679,45.705,0.3977319639731284,0.18203438840422798,0.6196579888480086,0.216690186478109,0.22251643645974237,0.18132135198413352,-0.07058281228385205,0.3218484920279136,0.02445543585626924
29,8.679,45.771,0.3531138688887061,0.16972323977946668,0.616781821433787,0.22495024120565615,0.1237769681465197,0.172102096757765,-0.07755550141855189,0.31068132327526726,0.021960247884605925
30,8.679,45.837,0.2458183939254062,0.1451280570573356,0.6408193495920455,0.2508056031909227,-0.009285145219482593,0.14329007167232077,-0.06020854711180192,0.3202541049401646,0.04828980042052508
31,8.679,45.903,0.1538688769393099,0.08772422109863057,0.6948035726692701,0.2433895243837134,-0.11851934105513179,-0.05877719312025438,0.0005269408494791815,0.3745026309300443,0.04514135561117181
32,8.679,45.969,0.0458618020094291,0.04346145687199071,0.7257010371565551,0.21330985904373123,-0.1521950299735726,-0.07690552430838532,0.043103341140360255,0.4054745501763676,-0.0496467907600926
33,8.679,46.035,0.0136432528805502,0.02947772754619061,0.727495028266518,0.2806500965359552,-0.1484700114725484,-0.11089948779630913,0.0465583559627761,0.40294419639907153,-0.2906229536035304
34,8.679,46.101,0.0064642173851961,0.03234261151428622,0.72130063503766,0.32090153939050003,-0.1461949712860156,-0.12220508976266994,0.036721218546683906,0.3859120822442912,-0.316409923838288
35,8.745,44.979,0.4584654929575142,0.3105157901790167,0.7091120509339361,0.9404542464227081,0.6862608785180151,-0.27271072990953243,-0.09180021959409403,0.06656889863666224,-0.10472902476060057
36,8.745,45.045,0.4876652444430706,0.3144679895555741,0.7135056489336437,0.9361049387648583,0.6800918496270423,-0.27298217269458264,-0.061410703124904306,0.06933948407943306,-0.10254405247153711
37,8.745,45.111,0.5046179612361279,0.3337103821904328,0.7239662595305343,0.9207860580185439,0.6630696200886153,-0.27778029083232897,-0.07798191359466874,0.05628511160862022,-0.11090602237576519
38,8.745,45.177,0.5443521128989295,0.3556895976986826,0.7306694364917349,0.9083716307089704,0.6497482589567999,-0.28443526952423404,-0.06526074712713617,0.044834753287385835,-0.15288029513341844
39,8.745,45.243,0.5544474140499634,0.36690803300948227,0.7289237341190711,0.906925196276265,0.646589297079083,-0.27994398057903946,-0.047823752613301095,0.046391243046174827,-0.15197072589600732
40,8.745,45.309,0.5850842825386825,0.3823060416750975,0.7331597229062287,0.8404292137426885,0.6317512134980353,-0.20295425158497749,-0.04747779031754092,0.02350620967590033,-0.06138017859626081
41,8.745,45.375,0.6306930591945352,0.4035895816120805,0.755592748142319,0.4731760267070934,0.5901527963376685,0.13405515503670828,-0.053601881935918486,0.008856322363804077,0.0562588803814633
42,8.745,45.507,0.6442046637446485,0.31722178928083233,0.7757157204791498,0.2140747287356819,0.44606969607386504,0.192636039575111,0.18280611296106636,0.34891940958188283,0.03552793565682351
43,8.745,45.573,0.613779922326246,0.259226505568091,0.6530213506400124,0.21080616235978478,0.4814059367977098,0.1885869410491236,0.11254847806932265,0.33179406527655414,0.0251704609714404
44,8.745,45.639,0.5619823547585678,0.21989461863538723,0.6215616085119458,0.21437413901702104,0.4899773024242404,0.19198845395634373,-0.04472591461525591,0.317893326642306,0.02463960953389742
45,8.745,45.705,0.5130829176287524,0.1951811911971108,0.6132479345816644,0.21617134343489586,0.3589405615443781,0.19473557994308122,-0.05871646730025443,0.30613365343151167,0.02254068272738103
46,8.745,45.771,0.4084242811148513,0.19027240100484688,0.5976224155260643,0.2245905094683779,0.07320153745747149,0.1949772242255764,-0.09291054448334504,0.2770603803696317,0.027351109016139217
47,8.745,45.837,0.3072489187049037,0.16453400703756837,0.6238881628909472,0.24462550980001993,-0.06785464515868636,0.17128379682959516,-0.07900651385152031,0.28281981086301694,0.04426976151263519
48,8.745,45.903,0.178364601539359,0.11143378484572447,0.6718549189470275,0.2595881970187379,-0.12695380285772248,-0.10316433914086046,-0.029311719149942975,0.3256918893254651,0.05264681026787393
49,8.745,45.969,0.0603629859907194,0.06398159589266178,0.7034395841170928,0.23403106613185937,-0.1426862965011068,-0.12318641083538429,0.012393148587267828,0.3613840141011845,-0.017072479796627293
50,8.745,46.035,0.0256484930488997,0.04356399407412365,0.7122912212937844,0.32472418338648545,-0.1432692701498373,-0.12894826645727933,0.023223554399002432,0.3677741116207859,-0.3167639412673193
51,8.745,46.101,0.0117968759499692,0.038144747556249047,0.7135222731750891,0.33909908950848594,-0.14547085498383638,-0.12985659259041632,0.023623883157886175,0.3619665089452894,-0.3259463467953752
52,8.811,45.045,0.4766119717148494,0.276844004447282,0.728656712632934,0.8948330385740396,0.6706490377076343,-0.2623311158153007,-0.08137233739922764,0.015650702339616594,-0.14287419715811933
53,8.811,45.111,0.5245860142987546,0.30457674249935407,0.7408884929772259,0.8802473912810724,0.6511367461696307,-0.2739011725411786,-0.061150743807278016,-0.018281119610454928,-0.10357744517056425
54,8.811,45.177,0.5511363539068218,0.3304575678634332,0.7485890072643766,0.8552019416145147,0.6366741024405009,-0.2781500159984303,-0.05985947862257429,-0.0840277708099054,-0.1633254609555655
55,8.811,45.243,0.5751081126253813,0.3460070385738593,0.7472659162799633,0.8369350818395567,0.632141833937802,-0.25297017396561366,-0.04187510665483564,-0.11308095598966793,-0.14521198629189286
56,8.811,45.309,0.6039502198136881,0.3749446585285441,0.7599137250296297,0.5608169313835226,0.6023652834183468,0.02137083288128942,-0.04396955684878191,-0.03746030318396487,-0.05249045392477093
